to make up their own minds as to the truth. The media lies to make it look like I am against "Intelligence" when in fact I am a big fan!	15619
The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states  it is for the people....	16623
...time for Republicans &amp; Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp; FAR BETTER!	16861
...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning."Keep you doctor  keep your plan!" It is....	12480
The Democrats  lead by head clown Chuck Schumer  know how bad ObamaCare is and what a mess they are in. Instead of working to fix it  they..	13328
Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the "Movement"	17427
massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!	13822
like the 116% hike in Arizona. Also  deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...	11405
Republicans must be careful in that the Dems own the failed ObamaCare disaster  with its poor coverage and massive premium increases......	11330
things they did and said (like giving the questions to the debate to H). A total double standard! Media  as usual  gave them a pass.	10960
Somebody hacked the DNC but why did they not have "hacking defense" like the RNC has and why have they not responded to the terrible......	10467
Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow	20025
Julian Assange said "a 14 year old could have hacked Podesta" - why was DNC so careless? Also said Russians did not give him the info!	18496
The "Intelligence" briefing on so-called "Russian hacking" was delayed until Friday  perhaps more time needed to build a case. Very strange!	24061
I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.	14973
"Trump is already delivering the jobs he promised America" https://t.co/11spTMa6Tm	14300
There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.	21005
Instead of driving jobs and wealth away  AMERICA will become the world's great magnet for INNOVATION &amp; JOB CREATION. https://t.co/siXrptsOrt	12925
"@DanScavino: Ford to scrap Mexico plant  invest in Michigan due to Trump policies" https://t.co/137nUo03Gl	15942
........may be  their number one act and priority. Focus on tax reform  healthcare and so many other things of far greater importance! #DTS	9740
With all that Congress has to work on  do they really have to make the weakening of the Independent Ethics Watchdog  as unfair as it	11096
The Democrat Governor.of Minnesota said "The Affordable Care Act (ObamaCare) is no longer affordable!" - And  it is lousy healthcare.	12839
People must remember that ObamaCare just doesn't work  and it is not affordable - 116% increases (Arizona). Bill Clinton called it "CRAZY"	14728
General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!	19284
China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade  but won't help with North Korea. Nice!	17878
North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!	26748
I thought and felt I would win big  easily over the fabled 270 (306). When they cancelled fireworks  they knew  and so did I.	13751
Various media outlets and pundits say that I thought I was going to lose the election. Wrong  it all came together in the last week and.....	9240
@CNN just released a book called "Unprecedented" which explores the 2016 race &amp; victory. Hope it does well but used worst cover photo of me!	3988
Chicago murder rate is record setting - 4 331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!	17737
Well  the New Year begins. We will  together  MAKE AMERICA GREAT AGAIN!	30038
RT @DonaldJTrumpJr: Happy new year everyone. #newyear #family #vacation #familytime https://t.co/u9fJIKNoZq	6896
RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz	9546
Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz	9546
Happy New Year to all  including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!	143649
Russians are playing @CNN and @NBCNews for such fools - funny to watch  they don't have a clue! @FoxNews totally gets it!	23373
Great move on delay (by V. Putin) - I always knew he was very smart!	32915
My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy	11370
'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ	13973
not anymore. The beginning of the end was the horrible Iran deal  and now this (U.N.)! Stay strong Israel  January 20th is fast approaching!	34829
We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S.  but.......	30429
Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!	32028
The U.S. Consumer Confidence Index for December surged nearly four points to 113.7  THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!	19318
President Obama campaigned hard (and personally) in the very important swing states  and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!	23385
The DJT Foundation  unlike most foundations  never paid fees  rent  salaries or any expenses. 100% of money goes to wonderful charities!	15325
I gave millions of dollars to DJT Foundation  raised or recieved millions more  ALL of which is given to charity  and media won't report!	17528
